ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1245335	0.4105	2.09E-03	4.5687425	-0.99917	0.54618652		
ILMN_2734340	0.4105	2.10E-03	-4.5660024	-1.00213	-0.69368894	Stx11	syntaxin 11
ILMN_2593787	0.4105	2.11E-03	-4.5635001	-1.00484	-0.67655032	Kcnk13	"potassium channel, subfamily K, member 13"
ILMN_1215796	0.4105	2.11E-03	4.5622046	-1.00624	0.68210866	Bcl2	B cell leukemia/lymphoma 2
ILMN_1228399	0.4105	2.11E-03	-4.5619718	-1.00649	-0.43741781	Ddx60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60
ILMN_2924839	0.4105	2.11E-03	-4.5617432	-1.00674	-0.53210295	Oas1a	2'-5' oligoadenylate synthetase 1A
ILMN_2524865	0.4105	2.12E-03	-4.5596293	-1.00903	-1.20399006	Chi3l4	chitinase 3-like 4
ILMN_2655260	0.4105	2.12E-03	4.5578329	-1.01097	0.40928789	Ptp4a3	protein tyrosine phosphatase 4a3
ILMN_2449353	0.41213	2.15E-03	4.5488311	-1.02073	0.56945053	Ppp2r5c	"protein phosphatase 2, regulatory subunit B (B56), gamma isoform"
ILMN_2625377	0.41213	2.17E-03	-4.5402444	-1.03005	-1.02808756	Rgs1	regulator of G-protein signaling 1
ILMN_2601884	0.41213	2.17E-03	-4.5397706	-1.03057	-0.46209458	Gpcpd1	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)
ILMN_3161036	0.41213	2.17E-03	-4.5391821	-1.0312	-0.38324374	Tpsb2	tryptase beta 2
ILMN_2597567	0.41213	2.18E-03	4.5379952	-1.03249	0.3948147	Bcl2	B cell leukemia/lymphoma 2
ILMN_1222123	0.41624	2.21E-03	-4.526873	-1.04459	-0.67708272	Camk2d	"calcium/calmodulin-dependent protein kinase II, delta"
ILMN_2722380	0.42245	2.25E-03	-4.5109757	-1.06192	-0.96258142	Oasl1	2'-5' oligoadenylate synthetase-like 1
ILMN_2546461	0.42245	2.26E-03	-4.5086881	-1.06442	-0.52814618	Parp14	"poly (ADP-ribose) polymerase family, member 14"
ILMN_2948143	0.42845	2.31E-03	-4.4919957	-1.08268	-0.52843232	Slc7a11	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
ILMN_1257444	0.42845	2.31E-03	-4.4911291	-1.08363	-0.41783918	Slc37a2	"solute carrier family 37 (glycerol-3-phosphate transporter), member 2"
ILMN_3131679	0.43013	2.33E-03	-4.4848603	-1.0905	-2.09799283	Usp18	ubiquitin specific peptidase 18
ILMN_1227573	0.43682	2.37E-03	-4.4695622	-1.10729	-1.57006636	Irf7	interferon regulatory factor 7
ILMN_2610234	0.43752	2.39E-03	-4.4632949	-1.11419	-1.36919346	Il15	interleukin 15
ILMN_1220609	0.43752	2.40E-03	-4.4619771	-1.11564	-1.47170156	Ltb4r1	leukotriene B4 receptor 1
ILMN_1245710	0.43864	2.41E-03	-4.4568229	-1.12131	-0.36674633	Ccl2	chemokine (C-C motif) ligand 2
ILMN_2820703	0.44302	2.45E-03	-4.4459275	-1.13333	-1.20491006	Scarf1	"scavenger receptor class F, member 1"
ILMN_1237712	0.44511	2.48E-03	-4.4349908	-1.14541	-1.56711004	Irg1	immunoresponsive gene 1
ILMN_2925094	0.44511	2.48E-03	-4.4343158	-1.14616	-1.08382954	Mpo	myeloperoxidase
ILMN_1239219	0.44511	2.49E-03	-4.4329483	-1.14767	-1.44603871	Mx2	myxovirus (influenza virus) resistance 2
ILMN_2681057	0.44592	2.50E-03	-4.4284578	-1.15264	-0.8475367	Acer3	alkaline ceramidase 3
ILMN_1229433	0.44653	2.52E-03	-4.4229634	-1.15872	-0.97811265	Tmprss7	transmembrane serine protease 7
ILMN_2651743	0.44653	2.53E-03	-4.4203589	-1.16161	-0.90183188	1100001G20Rik	RIKEN cDNA 1100001G20 gene
ILMN_2479717	0.44653	2.54E-03	-4.4180029	-1.16422	-1.11335127	Pilra	paired immunoglobin-like type 2 receptor alpha
ILMN_2936476	0.44653	2.55E-03	4.4132539	-1.16949	0.447	Pycard	PYD and CARD domain containing
ILMN_2776008	0.44653	2.55E-03	4.4122235	-1.17064	0.59948908	Gstk1	glutathione S-transferase kappa 1
ILMN_2712986	0.45265	2.60E-03	-4.3975689	-1.18692	-1.45436124	Chi3l3	chitinase 3-like 3
ILMN_1226708	0.45265	2.61E-03	4.3939725	-1.19093	0.79883293	Tctex1d1	Tctex1 domain containing 1
ILMN_1228189	0.45265	2.62E-03	-4.3927042	-1.19234	-0.42927449	Med14	mediator complex subunit 14
ILMN_1258735	0.45396	2.64E-03	-4.385362	-1.20052	-0.43923108	Itgb2l	integrin beta 2-like
ILMN_2509737	0.45396	2.65E-03	-4.3834291	-1.20267	-0.47017671	Trex1	three prime repair exonuclease 1
ILMN_1253808	0.45396	2.66E-03	-4.3816347	-1.20468	-1.0928555	Oas1g	2'-5' oligoadenylate synthetase 1G
ILMN_2433990	0.45435	2.69E-03	-4.373123	-1.21418	-2.12092152		
ILMN_2849753	0.45435	2.69E-03	-4.3706726	-1.21692	-0.51875446	Erich1	glutamate-rich 1
ILMN_2593554	0.45435	2.70E-03	-4.3687786	-1.21903	-1.04720718	Igtp	interferon gamma induced GTPase
ILMN_2887986	0.45435	2.71E-03	-4.3668962	-1.22114	-0.41144367	Cd300a	CD300A antigen
ILMN_2599154	0.45435	2.72E-03	-4.3644237	-1.22391	-1.18707925	Oasl2	2'-5' oligoadenylate synthetase-like 2
ILMN_2648669	0.45435	2.72E-03	-4.3636183	-1.22481	-1.09595639	Gpnmb	glycoprotein (transmembrane) nmb
ILMN_2501605	0.45483	2.74E-03	-4.3575698	-1.23158	-0.64632542	Prkcb	"protein kinase C, beta"
ILMN_2828438	0.45483	2.74E-03	-4.3565792	-1.23269	-0.31265326		
ILMN_2920549	0.45483	2.75E-03	-4.3542983	-1.23524	-0.34701306	Map2k4	mitogen-activated protein kinase kinase 4
ILMN_2712151	0.45664	2.78E-03	-4.3478014	-1.24253	-0.7938309	1810033B17Rik	RIKEN cDNA 1810033B17 gene
ILMN_1217389	0.45664	2.79E-03	4.3449687	-1.24571	0.87283102	Pkib	"protein kinase inhibitor beta, cAMP dependent, testis specific"
ILMN_2833606	0.45664	2.79E-03	-4.3428319	-1.24811	-0.39408512	Ssr2	"signal sequence receptor, beta"
ILMN_1222039	0.45777	2.81E-03	-4.3381372	-1.25338	-1.01413249	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58
ILMN_2696491	0.46613	2.87E-03	-4.3214193	-1.27219	-0.73674235	Phf11	PHD finger protein 11
ILMN_1239592	0.46621	2.88E-03	4.3185449	-1.27543	0.56967623	Fam110b	"family with sequence similarity 110, member B"
ILMN_2915689	0.46636	2.89E-03	-4.315553	-1.27881	-1.17226743	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58
ILMN_2646834	0.46694	2.91E-03	-4.311863	-1.28297	-1.15088771	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58
ILMN_3091003	0.46839	2.95E-03	-4.3013231	-1.29488	-0.93786099	Ms4a7	"membrane-spanning 4-domains, subfamily A, member 7"
ILMN_1218266	0.46839	2.97E-03	4.296307	-1.30055	0.77120237	Meis1	Meis homeobox 1
ILMN_3090123	0.46839	2.97E-03	4.2961526	-1.30073	0.33731206	Dync2li1	dynein cytoplasmic 2 light intermediate chain 1
ILMN_2776619	0.46839	2.99E-03	-4.2908621	-1.30671	-0.52931804	Ltbp3	latent transforming growth factor beta binding protein 3
ILMN_2751215	0.46839	3.01E-03	-4.2849808	-1.31338	-0.44585552	Tor1aip1	torsin A interacting protein 1
ILMN_1259953	0.46839	3.02E-03	-4.283501	-1.31506	-0.57630324	Senp5	SUMO/sentrin specific peptidase 5
ILMN_2785586	0.46839	3.02E-03	4.2830526	-1.31556	1.32716623	Fbp1	fructose bisphosphatase 1
ILMN_2433955	0.46839	3.03E-03	-4.2807816	-1.31814	-1.39093361	Irg1	immunoresponsive gene 1
ILMN_2740152	0.46839	3.03E-03	-4.2790953	-1.32005	-0.42023887	Chpt1	choline phosphotransferase 1
ILMN_2762380	0.46839	3.08E-03	-4.2673251	-1.33342	-0.70543209	Enpp4	ectonucleotide pyrophosphatase/phosphodiesterase 4
ILMN_2759114	0.46839	3.08E-03	4.266861	-1.33395	0.408158	Cmtm4	CKLF-like MARVEL transmembrane domain containing 4
ILMN_2756435	0.46839	3.09E-03	-4.2641023	-1.33709	-0.44427563	Cebpb	"CCAAT/enhancer binding protein (C/EBP), beta"
ILMN_2471128	0.46839	3.10E-03	4.2638708	-1.33735	0.52812683		
ILMN_1259418	0.46839	3.11E-03	-4.2614759	-1.34007	-0.63035275	Aifm2	"apoptosis-inducing factor, mitochondrion-associated 2"
ILMN_1245292	0.46839	3.11E-03	4.2606661	-1.341	0.40518782	Rbm14	RNA binding motif protein 14
ILMN_2706514	0.46839	3.11E-03	4.2602358	-1.34149	0.37943235	Bcl2	B cell leukemia/lymphoma 2
ILMN_2959372	0.46839	3.14E-03	-4.2519766	-1.35089	-0.84839061	Clec4b1	"C-type lectin domain family 4, member b1"
ILMN_2789900	0.46839	3.14E-03	-4.2519	-1.35098	-0.50793895	Cd177	CD177 antigen
ILMN_1224389	0.46839	3.15E-03	-4.2518211	-1.35107	-0.51513138		
ILMN_1256128	0.46839	3.15E-03	-4.2496691	-1.35352	-0.4179153	Parp10	"poly (ADP-ribose) polymerase family, member 10"
ILMN_1224932	0.46839	3.16E-03	4.2478386	-1.35561	0.38847567		
ILMN_2509674	0.46839	3.16E-03	4.247472	-1.35603	0.35630274	1700030C10Rik	RIKEN cDNA 1700030C10 gene
ILMN_1247996	0.46839	3.17E-03	4.2469657	-1.35661	0.38814899		
ILMN_3002095	0.46839	3.17E-03	4.2469181	-1.35666	0.56109514	Il27ra	"interleukin 27 receptor, alpha"
ILMN_1225602	0.46871	3.19E-03	-4.2417438	-1.36256	-0.44943901	S100a1	S100 calcium binding protein A1
ILMN_2778289	0.46871	3.20E-03	-4.237983	-1.36686	-1.00324061	Cxcl2	chemokine (C-X-C motif) ligand 2
ILMN_1252294	0.46871	3.21E-03	4.2360909	-1.36902	0.37296078	Eef2	eukaryotic translation elongation factor 2
ILMN_1217235	0.46871	3.23E-03	-4.2322817	-1.37337	-0.36084072	Fam114a1	"family with sequence similarity 114, member A1"
ILMN_1228233	0.46871	3.24E-03	-4.2300199	-1.37596	-0.77545125	Gstm1	"glutathione S-transferase, mu 1"
ILMN_1234774	0.46871	3.25E-03	-4.2276873	-1.37863	-1.64583372	2010005H15Rik	RIKEN cDNA 2010005H15 gene
ILMN_2476804	0.46871	3.25E-03	4.2268365	-1.3796	0.35924633	Ube2a	ubiquitin-conjugating enzyme E2A
ILMN_2778812	0.46871	3.25E-03	4.2267206	-1.37974	0.34766556	Cacng2	"calcium channel, voltage-dependent, gamma subunit 2"
ILMN_1227458	0.47057	3.27E-03	-4.221283	-1.38596	-0.52275029	Nuak1	"NUAK family, SNF1-like kinase, 1"
ILMN_2742426	0.47387	3.31E-03	4.2135546	-1.39482	0.55568078		
ILMN_2596970	0.48501	3.40E-03	-4.1915433	-1.42011	-0.4762277	Tmem39a	transmembrane protein 39a
ILMN_3001322	0.48501	3.41E-03	-4.1911198	-1.42059	-0.56425142	Tmem119	transmembrane protein 119
ILMN_2688262	0.48702	3.43E-03	-4.1856021	-1.42695	-0.38220234	Csf2rb	"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
ILMN_2804487	0.4872	3.44E-03	-4.1829582	-1.42999	-0.48895464	Aif1	allograft inflammatory factor 1
ILMN_2835117	0.4878	3.46E-03	-4.1796625	-1.43379	-1.10976988	Ccl7	chemokine (C-C motif) ligand 7
ILMN_2431619	0.49081	3.49E-03	-4.1726482	-1.44188	-0.88021221	Ube2l6	ubiquitin-conjugating enzyme E2L 6
ILMN_3093622	0.49332	3.52E-03	-4.1664413	-1.44905	-0.61316674	Adar	"adenosine deaminase, RNA-specific"
ILMN_1213848	0.49398	3.53E-03	4.1630894	-1.45293	0.49610623	Itgb1bp1	integrin beta 1 binding protein 1
ILMN_2924831	0.49741	3.59E-03	-4.1514044	-1.46645	-0.80959402	Gas7	growth arrest specific 7
ILMN_2641278	0.49741	3.59E-03	-4.1511656	-1.46672	-0.38401393	Mfn2	mitofusin 2
ILMN_2649392	0.49741	3.60E-03	-4.1492834	-1.4689	-0.35977281	Fermt3	fermitin family homolog 3 (Drosophila)
ILMN_2735350	0.49741	3.61E-03	-4.1464055	-1.47224	-0.78054301	Gdf15	growth differentiation factor 15
ILMN_2692723	0.49741	3.62E-03	-4.1451871	-1.47365	-1.75529818	Lpl	lipoprotein lipase
ILMN_2715867	0.49741	3.63E-03	-4.1434129	-1.47571	-0.71635935	Prg3	proteoglycan 3
ILMN_2418324	0.49741	3.64E-03	-4.1405008	-1.47909	-0.45847347	Usp54	ubiquitin specific peptidase 54
ILMN_1219106	0.49741	3.66E-03	4.1373739	-1.48272	0.63255706	Rrad	Ras-related associated with diabetes
ILMN_2466809	0.49741	3.72E-03	-4.1253014	-1.49674	-0.87962156	Papss2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
ILMN_1249786	0.49741	3.72E-03	-4.1243857	-1.49781	-0.35942429	Prom1	prominin 1
ILMN_2770066	0.49741	3.73E-03	-4.123015	-1.4994	-0.98285532		
ILMN_2916035	0.49741	3.73E-03	4.1225763	-1.49991	0.50409037	Lmnb1	lamin B1
ILMN_2904108	0.49741	3.74E-03	-4.1214709	-1.5012	-1.19066903	Mrgpra2b	"MAS-related GPR, member A2B"
ILMN_2674367	0.49741	3.74E-03	-4.1208956	-1.50187	-1.03686863	Agrn	agrin
ILMN_2513922	0.49741	3.75E-03	4.1189766	-1.5041	0.78922163	Prdm16	PR domain containing 16
ILMN_1224982	0.49741	3.77E-03	4.1148597	-1.5089	0.32798401	Eif2c4	"eukaryotic translation initiation factor 2C, 4"
ILMN_1243932	0.49741	3.78E-03	-4.113014	-1.51105	-0.39153028	Sec61a1	Sec61 alpha 1 subunit (S. cerevisiae)
ILMN_2618148	0.49741	3.80E-03	4.1086951	-1.51608	0.51006873		
ILMN_3114898	0.49741	3.82E-03	4.104907	-1.5205	0.83399199	Eml5	echinoderm microtubule associated protein like 5
ILMN_1252076	0.49741	3.83E-03	-4.1029924	-1.52273	-1.28162349	Lyz2	lysozyme 2
ILMN_2659151	0.49741	3.83E-03	-4.1023353	-1.5235	-1.31626063	Thbs1	thrombospondin 1
ILMN_1243451	0.49741	3.83E-03	-4.1022768	-1.52357	-0.88609864	Hvcn1	hydrogen voltage-gated channel 1
ILMN_1219869	0.49741	3.83E-03	-4.1017674	-1.52416	-0.66262269	Il15	interleukin 15
ILMN_1257142	0.49741	3.84E-03	-4.1015581	-1.52441	-0.54578599	Sepx1	selenoprotein X 1
ILMN_2981169	0.49741	3.85E-03	-4.0990516	-1.52733	-0.8120266	Ifit2	interferon-induced protein with tetratricopeptide repeats 2
ILMN_3003631	0.49741	3.85E-03	4.0989047	-1.52751	0.30970588	Ppap2c	phosphatidic acid phosphatase type 2C
ILMN_2780759	0.49741	3.86E-03	4.0972448	-1.52944	0.42205217	Pknox1	Pbx/knotted 1 homeobox
ILMN_2804559	0.49741	3.87E-03	4.0954499	-1.53154	0.41969399	Tmem108	transmembrane protein 108
ILMN_2708203	0.50071	3.90E-03	4.0883617	-1.53983	0.72845251	Cdkn1c	cyclin-dependent kinase inhibitor 1C (P57)
ILMN_1236609	0.50334	3.96E-03	-4.0770084	-1.55312	-1.02217721	Gp49a	glycoprotein 49 A
ILMN_2660663	0.50334	3.97E-03	4.0762302	-1.55403	0.35015647	Ak2	adenylate kinase 2
ILMN_2669608	0.50334	3.97E-03	-4.0752739	-1.55515	-0.40598186		
ILMN_1258462	0.50334	3.97E-03	4.0748899	-1.5556	0.79395374	Hoxa9	homeobox A9
ILMN_1249366	0.50334	3.98E-03	4.073906	-1.55676	0.38306342	Bcl2	B cell leukemia/lymphoma 2
ILMN_1221700	0.50652	4.02E-03	-4.0663487	-1.56562	-1.17224304	Elane	"elastase, neutrophil expressed"
ILMN_2845542	0.50652	4.03E-03	-4.0637743	-1.56864	-0.33742788	Plac1l	placenta-specific 1-like
ILMN_1223577	0.50652	4.04E-03	-4.0629606	-1.5696	-0.38447249	Srek1	splicing regulatory glutamine/lysine-rich protein 1
ILMN_2878071	0.51009	4.08E-03	-4.0556436	-1.5782	-0.72624353	Lyz1	lysozyme 1
ILMN_1220270	0.51282	4.11E-03	4.0491857	-1.58579	0.54958923	Mef2c	myocyte enhancer factor 2C
ILMN_3141048	0.51282	4.13E-03	-4.0454387	-1.59021	-0.67091124	Sepp1	"selenoprotein P, plasma, 1"
ILMN_1240347	0.51282	4.14E-03	-4.0437376	-1.59221	-0.33167928	Stxbp5	syntaxin binding protein 5 (tomosyn)
ILMN_1251419	0.51282	4.15E-03	4.043451	-1.59255	0.35510015		
ILMN_1231553	0.51609	4.18E-03	4.0366752	-1.60053	0.36167309	Bdh1	"3-hydroxybutyrate dehydrogenase, type 1"
ILMN_2680808	0.51707	4.20E-03	4.0331862	-1.60465	0.34995628	Hnrnph2	heterogeneous nuclear ribonucleoprotein H2
ILMN_1247145	0.51707	4.21E-03	-4.0312076	-1.60698	-0.39337563	Bclaf1	BCL2-associated transcription factor 1
ILMN_2751587	0.51739	4.23E-03	-4.028741	-1.60989	-0.2973342	Ndst2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2
ILMN_2752371	0.5208	4.27E-03	4.0218313	-1.61806	0.40253702	Itih5	inter-alpha (globulin) inhibitor H5
ILMN_2460470	0.52206	4.29E-03	-4.0180327	-1.62255	-0.3065633	Dock5	dedicator of cytokinesis 5
ILMN_2628822	0.52349	4.33E-03	-4.0104935	-1.63147	-1.19508124	Oas1g	2'-5' oligoadenylate synthetase 1G
ILMN_1246394	0.52349	4.34E-03	4.0098057	-1.63228	0.4245512	Zic4	zinc finger protein of the cerebellum 4
ILMN_2603081	0.52349	4.35E-03	-4.0074137	-1.63511	-0.36121044	Nt5c3	"5'-nucleotidase, cytosolic III"
ILMN_2726030	0.52349	4.36E-03	4.0055006	-1.63738	0.37353074	Apcdd1	adenomatosis polyposis coli down-regulated 1
ILMN_1254622	0.52349	4.37E-03	4.0044969	-1.63857	0.60557439	Pcp4l1	Purkinje cell protein 4-like 1
ILMN_2720341	0.52349	4.38E-03	4.0017673	-1.6418	0.5146041	Dach1	dachshund 1 (Drosophila)
ILMN_2479690	0.52349	4.41E-03	3.9972818	-1.64712	0.72976155	1700048O20Rik	RIKEN cDNA 1700048O20 gene
ILMN_2505047	0.52349	4.42E-03	3.9958389	-1.64884	0.44767892	Pogk	pogo transposable element with KRAB domain
ILMN_1242378	0.52349	4.42E-03	-3.9957429	-1.64895	-0.31042283	Suco	SUN domain containing ossification factor
ILMN_1229687	0.52349	4.42E-03	3.9949793	-1.64986	0.34675091	Rnf141	ring finger protein 141
ILMN_2676770	0.52349	4.43E-03	-3.9943479	-1.6506	-0.49661924	Sestd1	SEC14 and spectrin domains 1
ILMN_2962737	0.52931	4.50E-03	-3.98312	-1.66394	-0.73715788	Aoah	acyloxyacyl hydrolase
ILMN_2737685	0.52931	4.50E-03	-3.982298	-1.66492	-1.42027788	Mmp13	matrix metallopeptidase 13
ILMN_2829636	0.53083	4.53E-03	-3.9774675	-1.67066	-0.33749878	Dnajb9	"DnaJ (Hsp40) homolog, subfamily B, member 9"
ILMN_2744492	0.53083	4.54E-03	-3.9763284	-1.67202	-0.33563012	Nhsl1	NHS-like 1
ILMN_2760095	0.53398	4.58E-03	-3.9700458	-1.6795	-0.45685787		
ILMN_1231439	0.53591	4.62E-03	-3.962435	-1.68857	-0.79715727	Aatk	apoptosis-associated tyrosine kinase
ILMN_1247803	0.53591	4.62E-03	-3.9622354	-1.68881	-0.4869159	Actr3	ARP3 actin-related protein 3
ILMN_1237666	0.53591	4.63E-03	-3.9616732	-1.68948	-0.97902611	Hgf	hepatocyte growth factor
ILMN_2700848	0.53672	4.65E-03	-3.9586761	-1.69305	-0.43009011	Arrb2	"arrestin, beta 2"
ILMN_2689307	0.53828	4.67E-03	-3.9546475	-1.69786	-0.35321645	Spnb2	spectrin beta 2
ILMN_2728134	0.54184	4.72E-03	3.946403	-1.70771	0.42846469	Ism1	isthmin 1 homolog (zebrafish)
ILMN_1259564	0.54184	4.73E-03	-3.9448544	-1.70956	-0.69422968	Irgm2	immunity-related GTPase family M member 2
ILMN_3045984	0.54184	4.75E-03	-3.9431424	-1.71161	-1.12004039	Clec5a	"C-type lectin domain family 5, member a"
ILMN_1248139	0.54184	4.75E-03	-3.9422943	-1.71263	-1.56594593	Gp49a	glycoprotein 49 A
ILMN_1218923	0.54239	4.77E-03	3.9385627	-1.71709	0.88268286		
ILMN_1248890	0.54239	4.78E-03	-3.9371448	-1.71879	-0.49828541		
ILMN_2654186	0.54239	4.79E-03	-3.9359832	-1.72018	-0.83264589	Nedd9	"neural precursor cell expressed, developmentally down-regulated gene 9"
ILMN_2693895	0.54239	4.80E-03	-3.9341602	-1.72236	-0.78924314	Acta2	"actin, alpha 2, smooth muscle, aorta"
ILMN_2533376	0.55129	4.89E-03	-3.9203321	-1.73894	-0.63204167	Mmp27	matrix metallopeptidase 27
ILMN_2437969	0.55473	4.94E-03	-3.9136433	-1.74697	-1.31580563	Ifi205	interferon activated gene 205
ILMN_2652394	0.55473	4.95E-03	-3.9120612	-1.74887	-0.43956077	Tceb3	"transcription elongation factor B (SIII), polypeptide 3"
ILMN_2583102	0.55473	4.96E-03	-3.9102947	-1.75099	-0.38529072		
ILMN_2882088	0.55896	5.01E-03	-3.9028908	-1.7599	-0.55151601	5430435G22Rik	RIKEN cDNA 5430435G22 gene
ILMN_2651575	0.55997	5.04E-03	-3.8991314	-1.76442	-0.35426702	Ifngr1	interferon gamma receptor 1
ILMN_1220798	0.55997	5.06E-03	3.8952321	-1.76912	0.31829122	Med12l	"mediator of RNA polymerase II transcription, subunit 12 homolog (yeast)-like"
ILMN_1215521	0.55997	5.07E-03	3.8950684	-1.76931	0.29477224	Map2k6	mitogen-activated protein kinase kinase 6
ILMN_2884610	0.55997	5.07E-03	-3.8943765	-1.77015	-0.64922814	Ppapdc1b	phosphatidic acid phosphatase type 2 domain containing 1B
ILMN_2729607	0.56044	5.09E-03	-3.8919681	-1.77305	-0.70699054	Scnn1a	"sodium channel, nonvoltage-gated 1 alpha"
ILMN_1238886	0.56152	5.11E-03	-3.8887717	-1.7769	-0.8022963	Ccl8	chemokine (C-C motif) ligand 8
ILMN_1212602	0.56179	5.13E-03	3.8858037	-1.78048	0.32091649	Best1	bestrophin 1
ILMN_2759289	0.56179	5.15E-03	-3.8827309	-1.78419	-0.34583814	Slk	STE20-like kinase
ILMN_1218547	0.56179	5.16E-03	-3.8811601	-1.78609	-0.63816713	Zbp1	Z-DNA binding protein 1
ILMN_2599618	0.56179	5.17E-03	-3.8805196	-1.78686	-0.34403596	Morf4l2	mortality factor 4 like 2
ILMN_2735429	0.56179	5.17E-03	-3.879573	-1.788	-0.32239244	Vopp1	"vesicular, overexpressed in cancer, prosurvival protein 1"
ILMN_3147944	0.56337	5.20E-03	3.8754623	-1.79297	0.3856703	Ap2b1	"adaptor-related protein complex 2, beta 1 subunit"
ILMN_1233987	0.56337	5.22E-03	-3.8734594	-1.79539	-0.96112262	Hipk2	homeodomain interacting protein kinase 2
ILMN_2456216	0.56337	5.23E-03	3.8722665	-1.79683	0.41084953	5330403D14Rik	RIKEN cDNA 5330403D14 gene
ILMN_2888144	0.56436	5.26E-03	3.8674895	-1.8026	0.45632674	Slc29a1	"solute carrier family 29 (nucleoside transporters), member 1"
ILMN_2771766	0.56436	5.27E-03	-3.8667124	-1.80354	-0.8976359	Ccl12	chemokine (C-C motif) ligand 12
ILMN_2762056	0.56436	5.27E-03	-3.8657786	-1.80467	-0.31797848	Dtnbp1	dystrobrevin binding protein 1
ILMN_2602352	0.5658	5.30E-03	-3.8621857	-1.80902	-1.24040347	Ms4a6d	"membrane-spanning 4-domains, subfamily A, member 6D"
ILMN_2771182	0.57428	5.42E-03	-3.846017	-1.82861	-1.14793478	H2-Q8	"histocompatibility 2, Q region locus 8"
ILMN_2811154	0.57428	5.43E-03	-3.8446795	-1.83024	-0.59076136	Cxcl2	chemokine (C-X-C motif) ligand 2
ILMN_2707099	0.57428	5.43E-03	3.843918	-1.83116	0.45555222	Mgl2	macrophage galactose N-acetyl-galactosamine specific lectin 2
ILMN_2923671	0.57428	5.44E-03	3.842918	-1.83237	0.29739197	Rragb	Ras-related GTP binding B
ILMN_2710274	0.57428	5.44E-03	-3.8426346	-1.83272	-0.27391573	Slc9a3r2	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2"
ILMN_2742840	0.57428	5.47E-03	-3.8394734	-1.83656	-0.38835954	Gpr34	G protein-coupled receptor 34
ILMN_1216649	0.57428	5.47E-03	3.8393561	-1.8367	0.32175066	Dlgap1	"discs, large (Drosophila) homolog-associated protein 1"
ILMN_1256817	0.57471	5.50E-03	3.8352418	-1.8417	1.06235153	Slpi	secretory leukocyte peptidase inhibitor
ILMN_2624209	0.57471	5.50E-03	-3.8342009	-1.84296	-0.659945	St14	suppression of tumorigenicity 14 (colon carcinoma)
ILMN_2551902	0.57471	5.52E-03	-3.8328504	-1.8446	-0.29858073	Zfp87	zinc finger protein 87
ILMN_2484932	0.57471	5.52E-03	-3.8320661	-1.84556	-0.63509424	Ppm1h	protein phosphatase 1H (PP2C domain containing)
ILMN_2724545	0.57593	5.55E-03	3.8288552	-1.84946	0.33310616	Sbk1	SH3-binding kinase 1
ILMN_2749719	0.57708	5.57E-03	3.8257268	-1.85327	0.51520654	4930515G01Rik	RIKEN cDNA 4930515G01 gene
ILMN_1222084	0.58237	5.63E-03	3.817423	-1.86338	0.39503135	Rem2	rad and gem related GTP binding protein 2
ILMN_2658501	0.58351	5.66E-03	-3.8143332	-1.86714	-0.45731399	Ifitm3	interferon induced transmembrane protein 3
ILMN_2819679	0.58394	5.67E-03	3.8121395	-1.86982	0.48121302	Tmem50a	transmembrane protein 50A
ILMN_2420209	0.58479	5.70E-03	-3.8094382	-1.87311	-0.43034219	Nhsl2	NHS-like 2
ILMN_1247954	0.58619	5.72E-03	-3.8060511	-1.87724	-0.35648311		
ILMN_1216801	0.58664	5.74E-03	3.803847	-1.87993	0.32226916	Tipin	timeless interacting protein
ILMN_2669982	0.5883	5.79E-03	3.7973661	-1.88785	0.61951196	1700025G04Rik	RIKEN cDNA 1700025G04 gene
ILMN_2776850	0.5883	5.79E-03	-3.7969381	-1.88837	-0.98267573	Gas7	growth arrest specific 7
ILMN_2827780	0.5883	5.81E-03	-3.794705	-1.8911	-0.57069833	D14Ertd668e	"DNA segment, Chr 14, ERATO Doi 668, expressed"
ILMN_2789651	0.5883	5.82E-03	-3.7940901	-1.89185	-0.44578077	Csrp3	cysteine and glycine-rich protein 3
ILMN_2723920	0.5883	5.85E-03	3.7903524	-1.89642	0.44769036	Itpk1	"inositol 1,3,4-triphosphate 5/6 kinase"
ILMN_2702374	0.5883	5.85E-03	3.7900747	-1.89676	0.49666949	Ppm1e	protein phosphatase 1E (PP2C domain containing)
ILMN_2907370	0.5883	5.88E-03	-3.7861136	-1.9016	-0.34993393	Optn	optineurin
ILMN_1233004	0.5883	5.88E-03	-3.7858689	-1.9019	-0.51237646	LOC100862085	mitoferrin-1-like
